"","date","name","code","Daily new hospital admissions","Daily people in MV beds","Daily people in hospital with coronavirus","Seven-day average hospital admissions","Seven-day average MV beds","Seven-day average hospital cases"
"524","2020-08-13","England","E92000001",60,64,652,59.2857142857143,60.4285714285714,664.571428571429
"525","2020-08-12","England","E92000001",51,68,642,58.1428571428571,60,679.428571428571
"526","2020-08-11","England","E92000001",63,63,672,59.4285714285714,59.2857142857143,702.714285714286
"527","2020-08-10","England","E92000001",50,60,714,58.7142857142857,59.5714285714286,722
"528","2020-08-09","England","E92000001",53,56,611,62.1428571428571,60.5714285714286,740.285714285714
"529","2020-08-08","England","E92000001",78,55,650,62.7142857142857,62.8571428571429,774
"530","2020-08-07","England","E92000001",60,57,711,58.7142857142857,65.5714285714286,806.714285714286
"531","2020-08-06","England","E92000001",52,61,756,58,67.5714285714286,829.428571428571
"532","2020-08-05","England","E92000001",60,63,805,61.2857142857143,68.8571428571429,849.714285714286
"533","2020-08-04","England","E92000001",58,65,807,61.7142857142857,70.1428571428571,867.142857142857
"534","2020-08-03","England","E92000001",74,67,842,63.2857142857143,72,886.714285714286
"535","2020-08-02","England","E92000001",57,72,847,64.4285714285714,74.2857142857143,901.428571428571
"536","2020-08-01","England","E92000001",50,74,879,65.4285714285714,75.5714285714286,918.285714285714
"537","2020-07-31","England","E92000001",55,71,870,67.5714285714286,76.7142857142857,932.285714285714
"538","2020-07-30","England","E92000001",75,70,898,73,79.7142857142857,953.428571428571
"539","2020-07-29","England","E92000001",63,72,927,77.8571428571429,84.1428571428571,981.571428571429
"540","2020-07-28","England","E92000001",69,78,944,80.5714285714286,87.7142857142857,1035.57142857143
"541","2020-07-27","England","E92000001",82,83,945,82,91.7142857142857,1070.42857142857
"542","2020-07-26","England","E92000001",64,81,965,82.5714285714286,95.8571428571429,1118
"543","2020-07-25","England","E92000001",65,82,977,83.7142857142857,101.285714285714,1166
"544","2020-07-24","England","E92000001",93,92,1018,81.2857142857143,106.428571428571,1215.14285714286
"545","2020-07-23","England","E92000001",109,101,1095,79.8571428571429,110.714285714286,1262
"546","2020-07-22","England","E92000001",82,97,1305,80.5714285714286,113.142857142857,1298.14285714286
"547","2020-07-21","England","E92000001",79,106,1188,85.4285714285714,118.714285714286,1324.42857142857
"548","2020-07-20","England","E92000001",86,112,1278,91.5714285714286,121.142857142857,1369.85714285714
"549","2020-07-19","England","E92000001",72,119,1301,98.8571428571429,124.857142857143,1417.57142857143
"550","2020-07-18","England","E92000001",48,118,1321,98.8571428571429,127.714285714286,1461.85714285714
"551","2020-07-17","England","E92000001",83,122,1346,105.857142857143,132.571428571429,1507.42857142857
"552","2020-07-16","England","E92000001",114,118,1348,108.857142857143,138.285714285714,1564.57142857143
"553","2020-07-15","England","E92000001",116,136,1489,112,145.285714285714,1629.28571428571
"554","2020-07-14","England","E92000001",122,123,1506,115.571428571429,149.285714285714,1686.28571428571
"555","2020-07-13","England","E92000001",137,138,1612,119.285714285714,157.142857142857,1758.28571428571
"556","2020-07-12","England","E92000001",72,139,1611,121.142857142857,164.285714285714,1827.85714285714
"557","2020-07-11","England","E92000001",97,152,1640,129.571428571429,171.571428571429,1897.71428571429
"558","2020-07-10","England","E92000001",104,162,1746,132.857142857143,176.428571428571,1970.85714285714
"559","2020-07-09","England","E92000001",136,167,1801,138.857142857143,182.142857142857,2049.14285714286
"560","2020-07-08","England","E92000001",141,164,1888,140.714285714286,188.428571428571,2136.14285714286
"561","2020-07-07","England","E92000001",148,178,2010,149.285714285714,196.428571428571,2224.85714285714
"562","2020-07-06","England","E92000001",150,188,2099,155.142857142857,205,2318.42857142857
"563","2020-07-05","England","E92000001",131,190,2100,158.285714285714,210.714285714286,2450.57142857143
"564","2020-07-04","England","E92000001",120,186,2152,161.714285714286,217.285714285714,2553.14285714286
"565","2020-07-03","England","E92000001",146,202,2294,174.428571428571,224,2648.42857142857
"566","2020-07-02","England","E92000001",149,211,2410,189,227.428571428571,2729.14285714286
"567","2020-07-01","England","E92000001",201,220,2509,204.285714285714,231,2822.85714285714
"568","2020-06-30","England","E92000001",189,238,2665,213,237.285714285714,2924.85714285714
"569","2020-06-29","England","E92000001",172,228,3024,225.285714285714,241.285714285714,3013.85714285714
"570","2020-06-28","England","E92000001",155,236,2818,246.142857142857,251,3070
"571","2020-06-27","England","E92000001",209,233,2819,254.714285714286,255.142857142857,3149.28571428571
"572","2020-06-26","England","E92000001",248,226,2859,251.142857142857,264.285714285714,3235.57142857143
"573","2020-06-25","England","E92000001",256,236,3066,251.857142857143,272.428571428571,3337.85714285714
"574","2020-06-24","England","E92000001",262,264,3223,259.857142857143,281.428571428571,3425.71428571429
"575","2020-06-23","England","E92000001",275,266,3288,270.142857142857,286.571428571429,3511.85714285714
"576","2020-06-22","England","E92000001",318,296,3417,281.428571428571,295.285714285714,3604.14285714286
"577","2020-06-21","England","E92000001",215,265,3373,288.142857142857,299.714285714286,3676
"578","2020-06-20","England","E92000001",184,297,3423,301.142857142857,310.857142857143,3761.71428571429
"579","2020-06-19","England","E92000001",253,283,3575,312.714285714286,316.857142857143,3844.14285714286
"580","2020-06-18","England","E92000001",312,299,3681,319.142857142857,324.428571428571,3924.28571428571
"581","2020-06-17","England","E92000001",334,300,3826,321.714285714286,329.428571428571,3995.42857142857
"582","2020-06-16","England","E92000001",354,327,3934,331.428571428571,341.428571428571,4084.14285714286
"583","2020-06-15","England","E92000001",365,327,3920,337.571428571429,355.714285714286,4188.57142857143
"584","2020-06-14","England","E92000001",306,343,3973,335.142857142857,372.285714285714,4318.57142857143
"585","2020-06-13","England","E92000001",265,339,4000,337.571428571429,387.285714285714,4439.57142857143
"586","2020-06-12","England","E92000001",298,336,4136,343.428571428571,406.428571428571,4583
"587","2020-06-11","England","E92000001",330,334,4179,355.142857142857,427.142857142857,4736.85714285714
"588","2020-06-10","England","E92000001",402,384,4447,373.428571428571,450,4911
"589","2020-06-09","England","E92000001",397,427,4665,386.142857142857,469.857142857143,5075.71428571429
"590","2020-06-08","England","E92000001",348,443,4830,408.428571428571,487.857142857143,5241.71428571429
"591","2020-06-07","England","E92000001",323,448,4820,433.285714285714,508,5402.28571428571
"592","2020-06-06","England","E92000001",306,473,5004,450.857142857143,530.571428571429,5561.28571428571
"593","2020-06-05","England","E92000001",380,481,5213,473.714285714286,552.714285714286,5699.57142857143
"594","2020-06-04","England","E92000001",458,494,5398,490.714285714286,574,5847.71428571429
"595","2020-06-03","England","E92000001",491,523,5600,506.714285714286,598.142857142857,6009.14285714286
"596","2020-06-02","England","E92000001",553,553,5827,520.714285714286,622.857142857143,6185.71428571429
"597","2020-06-01","England","E92000001",522,584,5954,524.285714285714,651.857142857143,6396.85714285714
"598","2020-05-31","England","E92000001",446,606,5933,520.857142857143,678.571428571429,6610.28571428571
"599","2020-05-30","England","E92000001",466,628,5972,528.142857142857,704.285714285714,6822
"600","2020-05-29","England","E92000001",499,630,6250,533.571428571429,731,7030
"601","2020-05-28","England","E92000001",570,663,6528,553.428571428571,762.714285714286,7245.85714285714
"602","2020-05-27","England","E92000001",589,696,6836,574.142857142857,795.714285714286,7442.28571428571
"603","2020-05-26","England","E92000001",578,756,7305,594.571428571429,827.857142857143,7625
"604","2020-05-25","England","E92000001",498,771,7448,619.428571428571,859.285714285714,7798.28571428571
"605","2020-05-24","England","E92000001",497,786,7415,653,893.428571428571,7972.57142857143
"606","2020-05-23","England","E92000001",504,815,7428,678.142857142857,933.142857142857,8143.42857142857
"607","2020-05-22","England","E92000001",638,852,7761,702,974,8317
"608","2020-05-21","England","E92000001",715,894,7903,716.285714285714,1023.71428571429,8505.28571428571
"609","2020-05-20","England","E92000001",732,921,8115,723.142857142857,1062,8695
"610","2020-05-19","England","E92000001",752,976,8518,733.428571428571,1101.57142857143,8907.42857142857
"611","2020-05-18","England","E92000001",733,1010,8668,746.571428571429,1140.28571428571,9089.28571428571
"612","2020-05-17","England","E92000001",673,1064,8611,765.571428571429,1184,9295.14285714286
"613","2020-05-16","England","E92000001",671,1101,8643,777.428571428571,1226.57142857143,9478.28571428571
"614","2020-05-15","England","E92000001",738,1200,9079,795.571428571429,1269,9697.28571428571
"615","2020-05-14","England","E92000001",763,1162,9231,796.285714285714,1304.14285714286,9864.42857142857
"616","2020-05-13","England","E92000001",804,1198,9602,829.857142857143,1351.42857142857,10078
"617","2020-05-12","England","E92000001",844,1247,9791,863.571428571429,1410.28571428571,10310.1428571429
"618","2020-05-11","England","E92000001",866,1316,10109,880,1469.57142857143,10590.5714285714
"619","2020-05-10","England","E92000001",756,1362,9893,908.142857142857,1527.85714285714,10863.5714285714
"620","2020-05-09","England","E92000001",798,1398,10176,949.285714285714,1589.71428571429,11181.5714285714
"621","2020-05-08","England","E92000001",743,1446,10249,975.285714285714,1653.42857142857,11487
"622","2020-05-07","England","E92000001",998,1493,10726,1023.57142857143,1726,11826.1428571429
"623","2020-05-06","England","E92000001",1040,1610,11227,1056.28571428571,1797.14285714286,12139.8571428571
"624","2020-05-05","England","E92000001",959,1662,11754,1092.71428571429,1859.28571428571,12425.1428571429
"625","2020-05-04","England","E92000001",1063,1724,12020,1140.85714285714,1920.85714285714,12683.8571428571
"626","2020-05-03","England","E92000001",1044,1795,12119,1181,1988,13003.1428571429
"627","2020-05-02","England","E92000001",980,1844,12314,1204.42857142857,2061.42857142857,13296.7142857143
"628","2020-05-01","England","E92000001",1081,1954,12623,1218.71428571429,2141.57142857143,13566.4285714286
"629","2020-04-30","England","E92000001",1227,1991,12922,1246.71428571429,2207.28571428571,13854.8571428571
"630","2020-04-29","England","E92000001",1295,2045,13224,1255.57142857143,2289,14209.1428571429
"631","2020-04-28","England","E92000001",1296,2093,13565,1257.71428571429,2374.85714285714,14608.2857142857
"632","2020-04-27","England","E92000001",1344,2194,14255,1286.14285714286,2461.71428571429,15030
"633","2020-04-26","England","E92000001",1208,2309,14174,1311.57142857143,2545.42857142857,15372.7142857143
"634","2020-04-25","England","E92000001",1080,2405,14202,1349.71428571429,2618.42857142857,15766.1428571429
"635","2020-04-24","England","E92000001",1277,2414,14642,1397,2684.57142857143,16144.4285714286
"636","2020-04-23","England","E92000001",1289,2563,15402,1453.71428571429,2736.85714285714,16442.4285714286
"637","2020-04-22","England","E92000001",1310,2646,16018,1523.42857142857,2776.14285714286,16782.5714285714
"638","2020-04-21","England","E92000001",1495,2701,16517,1566,2804.85714285714,17056.2857142857
"639","2020-04-20","England","E92000001",1522,2780,16654,1618,2826,17347
"640","2020-04-19","England","E92000001",1475,2820,16928,1673.71428571429,2839.14285714286,17628
"641","2020-04-18","England","E92000001",1411,2868,16850,1718.85714285714,2847.85714285714,17920.2857142857
"642","2020-04-17","England","E92000001",1674,2780,16728,1796.57142857143,2847.42857142857,18170.8571428571
"643","2020-04-16","England","E92000001",1777,2838,17783,1871.14285714286,2853.14285714286,18448.1428571429
"644","2020-04-15","England","E92000001",1608,2847,17934,1951.57142857143,2811.42857142857,18539.5714285714
"645","2020-04-14","England","E92000001",1859,2849,18552,2096,2770.57142857143,18570.7142857143
"646","2020-04-13","England","E92000001",1912,2872,18621,2222.42857142857,2716.71428571429,18465.2857142857
"647","2020-04-12","England","E92000001",1791,2881,18974,2332,2629.85714285714,18255.7142857143
"648","2020-04-11","England","E92000001",1955,2865,18604,2446.42857142857,2517.85714285714,17924.7142857143
"649","2020-04-10","England","E92000001",2196,2820,18669,2537.57142857143,2387.14285714286,17476.8571428571
"650","2020-04-09","England","E92000001",2340,2546,18423,2590.14285714286,2239.71428571429,16757.7142857143
"651","2020-04-08","England","E92000001",2619,2561,18152,2674.71428571429,2089.42857142857,15859.4285714286
"652","2020-04-07","England","E92000001",2744,2472,17814,2743.28571428571,NA,14989
"653","2020-04-06","England","E92000001",2679,2264,17154,2700.85714285714,NA,14037.5714285714
"654","2020-04-05","England","E92000001",2592,2097,16657,2720.57142857143,NA,12994.4285714286
"655","2020-04-04","England","E92000001",2593,1950,15469,2662.57142857143,NA,11818.2857142857
"656","2020-04-03","England","E92000001",2564,1788,13635,2559.71428571429,NA,10646.8571428571
"657","2020-04-02","England","E92000001",2932,1494,12135,2469.28571428571,NA,9622.14285714286
"658","2020-04-01","England","E92000001",3099,NA,12059,2284.57142857143,NA,8635.14285714286
"659","2020-03-31","England","E92000001",2447,NA,11154,2092.57142857143,NA,7541.28571428571
"660","2020-03-30","England","E92000001",2817,NA,9852,1963.57142857143,NA,6461.85714285714
"661","2020-03-29","England","E92000001",2186,NA,8424,1722.28571428571,NA,5509.14285714286
"662","2020-03-28","England","E92000001",1873,NA,7269,1532.71428571429,NA,4687.14285714286
"663","2020-03-27","England","E92000001",1931,NA,6462,1376.14285714286,NA,3956.14285714286
"664","2020-03-26","England","E92000001",1639,NA,5226,1199,NA,3258.71428571429
"665","2020-03-25","England","E92000001",1755,NA,4402,1048.57142857143,NA,NA
"666","2020-03-24","England","E92000001",1544,NA,3598,NA,NA,NA
"667","2020-03-23","England","E92000001",1128,NA,3183,NA,NA,NA
"668","2020-03-22","England","E92000001",859,NA,2670,NA,NA,NA
"669","2020-03-21","England","E92000001",777,NA,2152,NA,NA,NA
"670","2020-03-20","England","E92000001",691,NA,1580,NA,NA,NA
"671","2020-03-19","England","E92000001",586,NA,NA,NA,NA,NA
